Case,Symbol,K_swing,N_bos,LookbackInternal,M_retest,EqTol,BOSBufferPoints,UseKillzones,UseRoundNumber,RNDelta,RiskPerTradePct,SL_BufferUSD,TP1_R,TP2_R,BE_Activate_R,PartialClosePct,TimeStopMinutes,MinProgressR,MaxSpreadUSD,MaxOpenPositions,UsePendingRetest,RetestOffsetUSD,PendingExpirySec,CooldownSec
9353,XAUUSD,55,6,14,3,0.2,1.5,True,True,0.32,0.4,0.6,1.8,3.6,1.0,35,120,0.8,0.5,2,False,0,0,0
9354,XAUUSD,55,7,12,3,0.16,1.0,False,True,0.32,0.3,0.65,1.5,3.0,0.8,25,90,0.7,0.5,3,False,0,0,0
9355,XAUUSD,45,5,11,2,0.17,1.0,False,True,0.28,0.5,0.7,1.2,2.6362473935435387,1.0,30,60,0.8,0.5,3,False,0,0,0
9356,XAUUSD,60,7,12,2,0.18,1.0,False,True,0.3,0.55,0.6,1.2,2.0,0.8,25,120,0.5,0.5,3,False,0,0,0
9357,XAUUSD,45,7,16,3,0.16,1.5,True,True,0.32,0.6,0.65,1.8,3.6,1.0,35,120,0.8,0.5,2,False,0,0,0
9358,XAUUSD,45,7,16,4,0.2,1.5,False,True,0.32,0.5,0.7,1.0,2.0,0.9,30,90,0.7,0.5,3,False,0,0,0
9359,XAUUSD,60,5,12,2,0.21,2.5,False,True,0.3,0.5,0.65,0.9,2.4038332969737084,0.7,50,60,0.7,0.5,3,False,0,0,0
9360,XAUUSD,45,7,11,4,0.17,2.5,False,True,0.35,0.5,0.6,0.9,1.7617755319835935,0.7895682392187973,50,60,0.6,0.5,2,False,0,0,0
9361,XAUUSD,55,7,16,4,0.22,2.0,False,True,0.28,0.4,0.7,1.5,2.7488129449638423,1.0,30,90,0.7,0.5,2,False,0,0,0
9362,XAUUSD,50,7,11,2,0.22,2.5,True,True,0.35,0.6,0.65,1.8,2.019158632816436,0.9,30,120,0.5,0.5,3,False,0,0,0
9363,XAUUSD,55,7,11,3,0.16,1.5,True,True,0.28,0.4,0.6,1.8,4.0,0.8,30,90,0.8,0.5,2,False,0,0,0
9364,XAUUSD,55,5,16,2,0.2,1.5,False,True,0.35,0.3,0.7,1.5,2.4,0.8,25,90,0.8,0.5,3,False,0,0,0
9365,XAUUSD,60,7,11,3,0.21,2.0,False,True,0.32,0.6,0.65,2.0,2.4,0.9,50,120,0.7,0.5,2,False,0,0,0
9366,XAUUSD,60,7,16,3,0.19,1.5,False,True,0.32,0.35,0.6,0.9,2.2330410222397905,0.8,25,120,0.6,0.5,3,False,0,0,0
9367,XAUUSD,50,5,12,2,0.18,2.5,False,True,0.32,0.45,0.6,1.5,2.0,0.7,50,90,0.5,0.5,3,False,0,0,0
9368,XAUUSD,45,7,16,3,0.2,2.5,False,True,0.28,0.55,0.65,1.5,2.4,1.0,30,45,0.6,0.5,3,False,0,0,0
9369,XAUUSD,45,7,16,2,0.2,2.5,False,True,0.32,0.55,0.7,1.5,2.0,0.8,50,120,0.7,0.5,3,False,0,0,0
9370,XAUUSD,55,7,16,2,0.2,2.0,False,True,0.32,0.5,0.65,0.9,2.0,0.6,30,60,0.8,0.5,2,False,0,0,0
9371,XAUUSD,60,7,16,2,0.17,1.5,True,True,0.35,0.5,0.65,1.5,2.4,0.9,30,60,0.6,0.5,3,False,0,0,0
9372,XAUUSD,60,6,11,3,0.19,2.0,False,True,0.32,0.45,0.7,1.2,2.4,0.7,35,60,0.7,0.5,2,False,0,0,0
9373,XAUUSD,55,5,16,2,0.17,1.0,True,True,0.35,0.4,0.65,0.9,1.8628274340757554,0.6,50,120,0.5,0.5,3,False,0,0,0
9374,XAUUSD,45,7,16,2,0.22,1.0,True,True,0.32,0.6,0.7,1.8,3.0,0.8,25,60,0.7,0.5,3,False,0,0,0
9375,XAUUSD,55,7,12,2,0.22,1.0,False,True,0.28,0.4,0.6,1.5,3.0,0.8,30,45,0.7,0.5,3,False,0,0,0
9376,XAUUSD,60,5,11,2,0.18,2.0,True,True,0.28,0.5,0.65,1.8,2.0,0.6,40,45,0.5,0.5,3,False,0,0,0
9377,XAUUSD,50,5,11,4,0.21,2.0,False,True,0.28,0.55,0.65,2.0,4.0,0.7,40,90,0.7,0.5,2,False,0,0,0
9378,XAUUSD,60,7,16,2,0.22,1.0,False,True,0.32,0.55,0.6,1.5,4.0,1.0,30,90,0.6,0.5,2,False,0,0,0
9379,XAUUSD,55,7,11,2,0.19,1.5,False,True,0.3,0.3,0.7,1.8,4.0,0.7,50,60,0.6,0.5,3,False,0,0,0
9380,XAUUSD,45,5,14,3,0.18,1.5,False,True,0.3,0.6,0.65,0.9,1.9717473675621249,0.8,40,90,0.7,0.5,2,False,0,0,0
9381,XAUUSD,50,5,16,2,0.22,1.5,False,True,0.32,0.4,0.55,1.5,3.6,0.8,30,60,0.6,0.5,2,False,0,0,0
9382,XAUUSD,55,7,16,3,0.22,2.0,True,True,0.32,0.6,0.55,1.8,4.0,0.8,25,90,0.7,0.5,3,False,0,0,0
9383,XAUUSD,55,6,16,4,0.2,1.5,True,True,0.35,0.4,0.55,1.0,2.0,0.7,35,60,0.5,0.5,3,False,0,0,0
9384,XAUUSD,55,7,11,2,0.22,1.5,False,True,0.28,0.55,0.6,2.2,2.4,0.8,30,120,0.6,0.5,2,False,0,0,0
9385,XAUUSD,55,7,11,2,0.18,2.5,True,True,0.28,0.45,0.7,1.0,2.719792059137758,0.7,50,60,0.6,0.5,2,False,0,0,0
9386,XAUUSD,60,5,11,2,0.2,1.0,True,True,0.3,0.4,0.6,1.8,3.6,0.6,40,90,0.5,0.5,2,False,0,0,0
9387,XAUUSD,55,7,16,3,0.22,2.5,False,True,0.3,0.55,0.7,2.2,3.0,0.7,25,120,0.6,0.5,3,False,0,0,0
9388,XAUUSD,55,7,16,3,0.19,2.5,True,True,0.3,0.6,0.7,0.9,2.4,0.8,25,45,0.7,0.5,2,False,0,0,0
9389,XAUUSD,55,5,16,3,0.19,1.5,False,True,0.28,0.6,0.65,2.0,2.4,0.6,40,90,0.6,0.5,2,False,0,0,0
9390,XAUUSD,60,5,14,3,0.22,1.5,False,True,0.35,0.3,0.55,1.5,3.0,0.9,25,120,0.5,0.5,2,False,0,0,0
9391,XAUUSD,55,6,16,3,0.2,1.0,False,True,0.3,0.4,0.6,1.8,4.0,0.9,25,120,0.7,0.5,3,False,0,0,0
9392,XAUUSD,50,7,12,3,0.18,2.5,True,True,0.35,0.45,0.6,2.0,4.0,0.8,50,120,0.5,0.5,2,False,0,0,0
9393,XAUUSD,50,7,11,2,0.19,1.0,True,True,0.32,0.6,0.6,1.5,3.0,0.9,25,60,0.8,0.5,3,False,0,0,0
9394,XAUUSD,45,6,11,3,0.18,2.0,False,True,0.32,0.3,0.65,2.2,3.6,0.6,35,45,0.6,0.5,2,False,0,0,0
9395,XAUUSD,45,6,11,3,0.22,1.0,False,True,0.32,0.45,0.55,1.8,2.4,1.0,35,120,0.5,0.5,3,False,0,0,0
9396,XAUUSD,45,7,14,3,0.22,1.0,False,True,0.28,0.5,0.55,1.8,4.0,1.0,25,120,0.6,0.5,2,False,0,0,0
9397,XAUUSD,45,6,16,2,0.2,1.0,False,True,0.32,0.4,0.55,1.8,2.431898301205008,0.9,25,60,0.5,0.5,2,False,0,0,0
9398,XAUUSD,50,7,16,2,0.16,1.5,False,True,0.3,0.3,0.7,1.8,4.0,0.7,30,120,0.5,0.5,2,False,0,0,0
9399,XAUUSD,55,7,16,2,0.16,1.5,True,True,0.3,0.6,0.65,1.0,2.4,0.7,30,45,0.7,0.5,2,False,0,0,0
9400,XAUUSD,50,7,12,2,0.2,1.0,False,True,0.3,0.5,0.55,1.8,3.0,0.9,25,90,0.6,0.5,3,False,0,0,0
9401,XAUUSD,55,7,16,2,0.2,2.0,True,True,0.35,0.3,0.65,1.8,4.0,0.8,25,45,0.7,0.5,3,False,0,0,0
9402,XAUUSD,50,6,12,2,0.2,2.0,False,True,0.32,0.35,0.55,1.5,4.0,1.0,50,60,0.8,0.5,3,False,0,0,0
9403,XAUUSD,55,7,12,3,0.21,1.5,True,True,0.35,0.5,0.55,1.5,2.4,1.0,50,90,0.7,0.5,3,False,0,0,0
9404,XAUUSD,55,7,12,2,0.22,1.0,False,True,0.32,0.3,0.55,1.0,2.0,0.9,25,90,0.7,0.5,2,False,0,0,0
9405,XAUUSD,50,7,16,2,0.16,1.5,True,True,0.28,0.4,0.7,1.5,3.6,0.8,25,90,0.8,0.5,3,False,0,0,0
9406,XAUUSD,50,7,16,4,0.2,2.0,False,True,0.32,0.4,0.65,1.8,3.6,0.8,50,90,0.6,0.5,2,False,0,0,0
9407,XAUUSD,55,7,12,4,0.2,2.5,False,True,0.32,0.35,0.7,1.8,2.101955747337338,1.0,25,90,0.5,0.5,3,False,0,0,0
9408,XAUUSD,45,7,14,4,0.22,2.5,False,True,0.32,0.3,0.55,2.0,3.6,1.0,25,90,0.6,0.5,3,False,0,0,0
9409,XAUUSD,60,7,12,3,0.19,1.0,False,True,0.35,0.45,0.7,1.8,3.0,0.7,35,90,0.5,0.5,2,False,0,0,0
9410,XAUUSD,45,7,16,4,0.22,1.5,False,True,0.28,0.45,0.65,1.5,2.0,1.0,35,45,0.7,0.5,3,False,0,0,0
9411,XAUUSD,55,7,12,4,0.22,2.5,True,True,0.28,0.3,0.65,1.5,2.4,0.9,25,60,0.7,0.5,3,False,0,0,0
9412,XAUUSD,50,7,11,4,0.22,2.0,False,True,0.32,0.6,0.55,1.8,3.0,0.8,35,60,0.6,0.5,3,False,0,0,0
9413,XAUUSD,45,7,12,4,0.2,1.0,False,True,0.35,0.55,0.65,1.2,2.4,0.6,30,45,0.7,0.5,2,False,0,0,0
9414,XAUUSD,45,7,11,3,0.22,1.0,False,True,0.3,0.45,0.65,1.8,2.0,0.9,30,90,0.5,0.5,2,False,0,0,0
9415,XAUUSD,60,6,12,4,0.22,1.5,True,True,0.3,0.5,0.6,2.0,3.0,0.9,30,120,0.6,0.5,2,False,0,0,0
9416,XAUUSD,55,7,16,3,0.21,2.5,True,True,0.3,0.5,0.7,1.8,2.0,0.6,25,60,0.6,0.5,3,False,0,0,0
9417,XAUUSD,50,7,16,4,0.2,2.5,False,True,0.32,0.45,0.65,1.5,3.0,0.9,30,45,0.6,0.5,2,False,0,0,0
9418,XAUUSD,60,7,12,3,0.19,2.0,True,True,0.28,0.55,0.7,1.2,2.4,0.6,50,45,0.5,0.5,3,False,0,0,0
9419,XAUUSD,60,6,14,2,0.2,1.0,False,True,0.28,0.5,0.6,1.5,3.6,0.8,35,120,0.7,0.5,3,False,0,0,0
9420,XAUUSD,55,7,12,3,0.22,2.5,True,True,0.32,0.45,0.65,1.8,2.4,1.0,35,120,0.5,0.5,3,False,0,0,0
9421,XAUUSD,60,7,16,4,0.22,1.0,True,True,0.3,0.35,0.6,1.8,3.6,0.9,25,120,0.8,0.5,3,False,0,0,0
9422,XAUUSD,50,7,12,3,0.2,2.5,False,True,0.32,0.35,0.7,1.0,2.0,0.8,30,45,0.5,0.5,3,False,0,0,0
9423,XAUUSD,45,7,14,2,0.2,2.5,True,True,0.28,0.6,0.7,0.9,2.4,0.7,30,60,0.7,0.5,3,False,0,0,0
9424,XAUUSD,50,7,11,2,0.16,1.5,False,True,0.32,0.45,0.6,0.9,1.8888148142453531,0.5446341580552766,25,60,0.8,0.5,3,False,0,0,0
9425,XAUUSD,50,6,12,4,0.17,2.5,False,True,0.32,0.35,0.6,1.2,3.0,0.6,40,60,0.7,0.5,3,False,0,0,0
9426,XAUUSD,50,7,16,2,0.21,2.0,True,True,0.32,0.4,0.55,1.8,3.0,0.7,40,120,0.5,0.5,2,False,0,0,0
9427,XAUUSD,55,7,12,2,0.2,2.0,False,True,0.3,0.6,0.65,1.8,4.0,1.0,50,45,0.7,0.5,3,False,0,0,0
9428,XAUUSD,50,7,16,2,0.2,1.5,True,True,0.28,0.55,0.55,1.5,2.0,1.0,35,60,0.8,0.5,2,False,0,0,0
9429,XAUUSD,60,7,12,4,0.2,2.5,False,True,0.32,0.45,0.7,1.5,2.4,1.0,30,45,0.6,0.5,3,False,0,0,0
9430,XAUUSD,45,5,12,2,0.22,1.0,False,True,0.35,0.55,0.7,1.2,3.2418073484618692,0.8,50,120,0.6,0.5,2,False,0,0,0
9431,XAUUSD,50,7,16,3,0.22,2.0,False,True,0.32,0.3,0.65,1.5,2.0,1.0,30,120,0.6,0.5,3,False,0,0,0
9432,XAUUSD,55,6,11,3,0.19,2.5,True,True,0.32,0.3,0.55,1.8,4.0,0.8,35,45,0.5,0.5,2,False,0,0,0
9433,XAUUSD,50,5,16,3,0.21,1.0,False,True,0.32,0.55,0.65,1.5,3.0,0.9,35,120,0.6,0.5,3,False,0,0,0
9434,XAUUSD,60,7,16,3,0.18,2.0,False,True,0.28,0.45,0.55,1.2,3.0,0.8,50,120,0.7,0.5,3,False,0,0,0
9435,XAUUSD,60,7,16,4,0.18,2.5,True,True,0.32,0.4,0.65,1.2,2.4,1.0,35,120,0.7,0.5,2,False,0,0,0
9436,XAUUSD,55,7,16,2,0.17,1.5,True,True,0.28,0.4,0.7,1.8,4.0,1.0,25,120,0.6,0.5,2,False,0,0,0
9437,XAUUSD,60,6,12,4,0.2,1.5,False,True,0.32,0.5,0.65,1.0,2.4430488207849055,0.9,25,45,0.8,0.5,2,False,0,0,0
9438,XAUUSD,55,6,11,3,0.19,2.0,False,True,0.28,0.3,0.65,2.0,2.4,1.0,25,120,0.6,0.5,2,False,0,0,0
9439,XAUUSD,50,7,12,3,0.22,1.5,False,True,0.35,0.55,0.7,1.8,2.4,1.0,35,90,0.7,0.5,2,False,0,0,0
9440,XAUUSD,60,6,16,2,0.19,1.5,False,True,0.3,0.5,0.65,1.0,2.0,0.6,50,60,0.6,0.5,2,False,0,0,0
9441,XAUUSD,60,7,12,2,0.22,1.5,True,True,0.35,0.5,0.6,1.8,2.451354067877812,0.8,50,90,0.7,0.5,2,False,0,0,0
9442,XAUUSD,55,7,16,2,0.2,2.0,False,True,0.35,0.3,0.6,1.5,4.0,1.0,40,45,0.8,0.5,3,False,0,0,0
9443,XAUUSD,60,5,12,2,0.22,2.5,False,True,0.28,0.4,0.55,1.8,1.7908339862692795,0.9,30,60,0.8,0.5,2,False,0,0,0
9444,XAUUSD,50,6,16,3,0.17,2.5,True,True,0.35,0.5,0.7,1.8,3.0,1.0,35,90,0.8,0.5,3,False,0,0,0
9445,XAUUSD,45,7,16,3,0.2,2.5,True,True,0.28,0.55,0.6,1.5,3.6,0.8,35,45,0.7,0.5,3,False,0,0,0
9446,XAUUSD,55,5,16,3,0.19,1.5,True,True,0.32,0.5,0.65,2.0,4.0,1.0,40,120,0.5,0.5,3,False,0,0,0
9447,XAUUSD,55,7,14,4,0.2,1.0,False,True,0.28,0.4,0.7,1.8,1.6831922829422223,0.8,30,45,0.5,0.5,3,False,0,0,0
9448,XAUUSD,55,5,12,2,0.22,2.0,False,True,0.3,0.6,0.6,1.5,2.4,1.0,25,90,0.7,0.5,3,False,0,0,0
9449,XAUUSD,60,7,11,4,0.18,1.0,False,True,0.28,0.55,0.6,2.0,2.4,0.7,35,60,0.8,0.5,2,False,0,0,0
9450,XAUUSD,60,7,12,4,0.22,2.0,True,True,0.32,0.6,0.65,2.0,3.6,0.8,35,90,0.8,0.5,3,False,0,0,0
9451,XAUUSD,60,7,12,4,0.17,1.5,False,True,0.32,0.6,0.7,0.9,2.4,0.7,50,45,0.7,0.5,3,False,0,0,0
9452,XAUUSD,50,7,12,2,0.22,1.5,False,True,0.32,0.35,0.55,1.5,2.57696410387471,1.0,25,45,0.5,0.5,3,False,0,0,0
9453,XAUUSD,55,7,16,2,0.22,2.5,True,True,0.35,0.35,0.65,1.5,2.471821272539427,1.0,40,60,0.6,0.5,3,False,0,0,0
9454,XAUUSD,45,7,14,3,0.2,2.0,True,True,0.28,0.6,0.6,0.9,2.0,0.7,40,120,0.8,0.5,2,False,0,0,0
9455,XAUUSD,55,7,16,3,0.18,1.5,True,True,0.32,0.35,0.55,0.9,2.1839487836499423,0.8,35,120,0.7,0.5,2,False,0,0,0
9456,XAUUSD,50,7,14,2,0.19,2.0,True,True,0.28,0.55,0.7,1.8,2.4,0.8,50,120,0.8,0.5,3,False,0,0,0
9457,XAUUSD,45,7,14,4,0.17,2.5,False,True,0.28,0.45,0.6,0.9,1.9284882817283027,0.8,40,90,0.7,0.5,3,False,0,0,0
9458,XAUUSD,45,7,12,3,0.22,2.0,False,True,0.3,0.45,0.7,1.5,2.0639521775850715,0.8,30,120,0.7,0.5,3,False,0,0,0
9459,XAUUSD,45,7,16,4,0.21,2.0,False,True,0.3,0.6,0.65,0.9,2.4,0.6836089480082148,30,45,0.6,0.5,3,False,0,0,0
9460,XAUUSD,55,6,11,2,0.17,2.5,False,True,0.28,0.45,0.55,2.2,2.4,1.0,35,60,0.7,0.5,2,False,0,0,0
9461,XAUUSD,45,7,12,3,0.22,2.5,False,True,0.28,0.35,0.7,1.8,2.0,0.9,40,90,0.8,0.5,3,False,0,0,0
9462,XAUUSD,50,7,11,2,0.18,2.0,False,True,0.32,0.4,0.55,1.8,2.4,0.7,50,60,0.5,0.5,2,False,0,0,0
9463,XAUUSD,45,7,16,4,0.21,1.0,False,True,0.32,0.5,0.6,1.0,2.2203932340605634,0.7812758117076212,25,90,0.7,0.5,3,False,0,0,0
9464,XAUUSD,55,5,16,2,0.17,1.0,False,True,0.32,0.35,0.55,1.2,2.0,0.6,35,60,0.6,0.5,2,False,0,0,0
9465,XAUUSD,45,5,16,4,0.2,2.0,True,True,0.35,0.5,0.55,1.2,2.4,0.7,50,45,0.6,0.5,2,False,0,0,0
9466,XAUUSD,55,7,12,3,0.2,1.0,False,True,0.32,0.3,0.65,1.5,4.0,0.8,50,45,0.5,0.5,2,False,0,0,0
9467,XAUUSD,45,7,12,2,0.18,2.5,True,True,0.32,0.5,0.7,1.5,3.0,1.0,40,60,0.8,0.5,2,False,0,0,0
9468,XAUUSD,50,5,12,3,0.16,2.0,False,True,0.32,0.3,0.55,1.5,3.0,0.8,35,120,0.7,0.5,2,False,0,0,0
9469,XAUUSD,55,5,12,4,0.19,2.5,True,True,0.28,0.6,0.7,1.2,3.0,0.6,50,60,0.8,0.5,3,False,0,0,0
9470,XAUUSD,50,7,11,4,0.2,2.0,True,True,0.28,0.45,0.7,1.5,2.0,0.8,35,45,0.7,0.5,2,False,0,0,0
9471,XAUUSD,50,7,14,2,0.22,2.5,False,True,0.28,0.55,0.7,1.8,3.0,1.0,25,60,0.7,0.5,3,False,0,0,0
9472,XAUUSD,60,7,11,3,0.17,2.5,True,True,0.28,0.45,0.6,0.9,2.2210966738265747,0.6,40,90,0.6,0.5,2,False,0,0,0
9473,XAUUSD,50,7,11,2,0.18,1.5,True,True,0.35,0.35,0.65,2.2,4.0,0.9,35,45,0.5,0.5,2,False,0,0,0
9474,XAUUSD,60,7,11,4,0.21,1.0,False,True,0.3,0.6,0.65,0.9,2.4,0.6,35,90,0.8,0.5,3,False,0,0,0
9475,XAUUSD,50,6,16,3,0.2,1.0,False,True,0.35,0.5,0.65,1.5,2.0,0.8,40,60,0.6,0.5,3,False,0,0,0
9476,XAUUSD,55,7,12,3,0.21,2.0,False,True,0.28,0.55,0.7,1.0,2.0,0.6,50,120,0.5,0.5,3,False,0,0,0
9477,XAUUSD,45,7,16,3,0.16,2.5,False,True,0.35,0.45,0.7,0.9,1.9414796959921412,0.5552542876120262,50,120,0.6,0.5,2,False,0,0,0
9478,XAUUSD,45,7,11,2,0.18,2.5,False,True,0.32,0.5,0.55,2.0,4.0,1.0,40,45,0.7,0.5,3,False,0,0,0
9479,XAUUSD,50,7,16,4,0.21,1.0,True,True,0.35,0.3,0.55,2.0,2.4,0.8,40,120,0.8,0.5,2,False,0,0,0
9480,XAUUSD,45,7,12,3,0.22,1.5,False,True,0.35,0.6,0.65,1.5,2.4,1.0,35,60,0.6,0.5,3,False,0,0,0
9481,XAUUSD,45,7,14,3,0.16,2.0,False,True,0.28,0.45,0.6,1.0,1.8485293606884512,0.9,50,120,0.6,0.5,2,False,0,0,0
9482,XAUUSD,50,7,16,3,0.2,1.5,False,True,0.28,0.4,0.65,1.8,2.2606502636165544,1.0,50,60,0.5,0.5,3,False,0,0,0
9483,XAUUSD,60,7,12,4,0.21,2.0,False,True,0.35,0.35,0.65,2.2,3.6,0.8,50,90,0.7,0.5,3,False,0,0,0
9484,XAUUSD,45,7,16,3,0.2,2.0,False,True,0.32,0.35,0.7,2.0,2.4,1.0,40,120,0.8,0.5,2,False,0,0,0
9485,XAUUSD,55,7,11,3,0.21,1.0,False,True,0.32,0.35,0.6,1.2,2.4,0.7,50,45,0.8,0.5,3,False,0,0,0
9486,XAUUSD,55,5,11,4,0.22,2.5,False,True,0.3,0.4,0.6,1.5,2.4,0.9,30,120,0.6,0.5,3,False,0,0,0
9487,XAUUSD,55,6,12,3,0.16,1.5,True,True,0.32,0.55,0.55,0.9,2.4,0.6,50,120,0.7,0.5,3,False,0,0,0
9488,XAUUSD,55,7,12,2,0.21,1.5,False,True,0.35,0.5,0.7,1.2,2.471047505272749,0.6,25,60,0.5,0.5,3,False,0,0,0
9489,XAUUSD,60,7,16,2,0.16,1.5,False,True,0.32,0.4,0.65,2.0,4.0,0.9,35,90,0.6,0.5,2,True,0.04,2400,0
9490,XAUUSD,60,6,11,3,0.2,1.5,False,True,0.3,0.55,0.55,1.5,2.0,0.9,25,60,0.6,0.5,3,False,0,0,0
9491,XAUUSD,45,7,16,3,0.2,2.5,False,True,0.28,0.4,0.7,1.5,2.4,0.6,25,45,0.5,0.5,3,False,0,0,0
9492,XAUUSD,45,6,11,2,0.18,1.5,False,True,0.32,0.45,0.6,1.0,2.0,0.693519059800858,50,60,0.8,0.5,3,False,0,0,0
9493,XAUUSD,45,7,11,3,0.2,1.0,True,True,0.32,0.3,0.6,1.8,2.4,1.0,50,45,0.8,0.5,2,False,0,0,0
9494,XAUUSD,45,7,11,2,0.2,2.5,False,True,0.3,0.35,0.65,1.8,3.0,1.0,35,60,0.5,0.5,3,False,0,0,0
9495,XAUUSD,55,5,16,3,0.2,2.0,True,True,0.3,0.5,0.7,1.5,2.762084427624284,1.0,35,60,0.5,0.5,2,False,0,0,0
9496,XAUUSD,60,6,11,4,0.22,1.0,False,True,0.32,0.4,0.6,0.9,2.4,0.5772290677948231,40,120,0.5,0.5,2,False,0,0,0
9497,XAUUSD,50,5,12,4,0.21,2.0,False,True,0.28,0.4,0.65,1.0,2.4,0.8,30,90,0.6,0.5,2,False,0,0,0
9498,XAUUSD,60,7,12,2,0.19,2.0,True,True,0.35,0.5,0.65,1.2,3.047202350835797,0.6,35,90,0.6,0.5,3,False,0,0,0
9499,XAUUSD,50,6,12,3,0.2,2.0,False,True,0.3,0.4,0.55,1.0,2.4,0.9,35,120,0.8,0.5,2,False,0,0,0
9500,XAUUSD,55,7,12,3,0.22,2.5,False,True,0.35,0.6,0.7,1.8,2.4,0.9,50,60,0.8,0.5,3,False,0,0,0
9501,XAUUSD,50,6,11,2,0.16,2.5,False,True,0.35,0.5,0.55,2.0,3.0,0.6,40,60,0.6,0.5,3,False,0,0,0
9502,XAUUSD,55,5,11,4,0.2,1.5,False,True,0.35,0.6,0.55,1.2,2.0,0.8,25,90,0.5,0.5,3,False,0,0,0
9503,XAUUSD,60,7,11,4,0.2,2.0,False,True,0.35,0.4,0.55,1.8,2.0,0.6,25,45,0.6,0.5,3,False,0,0,0
9504,XAUUSD,45,6,12,2,0.16,2.0,False,True,0.32,0.3,0.65,1.0,3.0,0.7516285439444779,30,120,0.8,0.5,2,False,0,0,0
9505,XAUUSD,50,6,12,2,0.2,1.5,False,True,0.32,0.3,0.65,1.5,2.4425856681184843,1.0,25,60,0.5,0.5,3,False,0,0,0
9506,XAUUSD,50,7,16,2,0.22,1.0,False,True,0.35,0.35,0.6,1.5,1.9265864853572223,1.0,40,60,0.5,0.5,2,False,0,0,0
9507,XAUUSD,55,7,16,4,0.2,2.0,False,True,0.28,0.35,0.55,1.5,2.0,0.7,35,90,0.6,0.5,3,False,0,0,0
9508,XAUUSD,50,7,16,4,0.19,2.5,False,True,0.35,0.35,0.55,0.9,2.3294253345133593,0.8,25,90,0.6,0.5,2,False,0,0,0
9509,XAUUSD,60,6,12,2,0.18,2.0,False,True,0.32,0.35,0.55,2.2,3.6,0.9,30,60,0.7,0.5,3,False,0,0,0
9510,XAUUSD,45,6,12,4,0.22,2.0,False,True,0.32,0.45,0.6,0.9,2.4,0.6,50,120,0.7,0.5,3,False,0,0,0
9511,XAUUSD,50,6,12,2,0.2,1.5,False,True,0.32,0.3,0.65,1.8,2.4,1.0,25,90,0.6,0.5,2,False,0,0,0
9512,XAUUSD,50,7,11,2,0.17,2.5,True,True,0.3,0.5,0.65,1.2,2.861663165982562,0.7,30,45,0.5,0.5,2,False,0,0,0
9513,XAUUSD,50,5,11,3,0.2,2.0,False,True,0.28,0.6,0.6,1.0,3.0,0.7,30,45,0.5,0.5,2,False,0,0,0
9514,XAUUSD,55,7,16,2,0.21,2.5,True,True,0.35,0.5,0.7,1.0,2.4,0.9,25,60,0.5,0.5,3,False,0,0,0
9515,XAUUSD,50,6,11,4,0.17,1.0,False,True,0.3,0.6,0.7,2.2,4.0,0.9,30,120,0.6,0.5,3,False,0,0,0
9516,XAUUSD,50,7,16,2,0.22,1.5,False,True,0.32,0.55,0.7,2.0,3.0,0.8,50,120,0.8,0.5,3,False,0,0,0
9517,XAUUSD,50,7,16,3,0.16,1.5,False,True,0.35,0.45,0.6,0.9,2.463341369707354,0.7445118567897481,25,90,0.8,0.5,2,False,0,0,0
9518,XAUUSD,50,6,12,4,0.22,2.0,False,True,0.3,0.55,0.6,1.5,3.0,1.0,35,45,0.8,0.5,3,False,0,0,0
9519,XAUUSD,60,7,12,3,0.22,2.5,False,True,0.35,0.55,0.55,1.2,2.4,1.0,30,60,0.8,0.5,2,False,0,0,0
9520,XAUUSD,50,7,16,4,0.22,2.0,False,True,0.3,0.6,0.7,1.8,3.0,0.7,25,120,0.7,0.5,2,False,0,0,0
9521,XAUUSD,60,7,16,3,0.2,2.0,False,True,0.32,0.55,0.7,1.5,2.4,0.8,50,45,0.7,0.5,2,False,0,0,0
9522,XAUUSD,50,5,11,2,0.21,2.0,False,True,0.35,0.35,0.55,2.0,3.6,0.8,30,45,0.6,0.5,2,False,0,0,0
9523,XAUUSD,50,7,16,2,0.2,2.5,False,True,0.3,0.5,0.55,1.0,2.6074423136405445,0.9,30,90,0.7,0.5,2,False,0,0,0
9524,XAUUSD,55,7,16,2,0.21,1.5,False,True,0.3,0.6,0.6,1.0,2.4504943981000387,0.7,35,45,0.6,0.5,2,False,0,0,0
9525,XAUUSD,60,5,12,3,0.2,1.5,True,True,0.3,0.5,0.6,1.5,2.0,0.9,35,120,0.5,0.5,2,False,0,0,0
9526,XAUUSD,55,7,12,3,0.21,2.0,False,True,0.32,0.5,0.7,2.0,3.0,0.6,25,60,0.6,0.5,2,False,0,0,0
9527,XAUUSD,50,6,12,4,0.21,1.5,False,True,0.32,0.4,0.7,2.2,4.0,0.9,30,120,0.5,0.5,3,False,0,0,0
9528,XAUUSD,50,7,11,3,0.22,1.5,False,True,0.3,0.3,0.7,2.0,3.6,0.7,30,120,0.5,0.5,2,False,0,0,0
9529,XAUUSD,50,7,16,4,0.22,2.5,False,True,0.35,0.6,0.6,2.0,4.0,0.8,25,90,0.8,0.5,3,False,0,0,0
9530,XAUUSD,45,5,11,2,0.2,1.0,True,True,0.35,0.55,0.55,1.8,3.152012272374066,1.0,25,45,0.7,0.5,2,False,0,0,0
