Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,in_allow_single_entry,in_anchor_tf,in_swing_bars,in_fvg_min_atr_factor,in_sl_atr_factor_from_entry,in_trailing_stop_atr_factor,in_enable_spread_filter,in_max_spread_points,in_enable_session_filter,in_session_start_hour,in_session_end_hour,in_enable_fifty_buffer,in_fifty_buffer,in_after_tp1_mode,in_trailing_stop_atr_factor_after_tp1,in_be_offset_points
2608,99.72,373.43,1.652345,3.033711,8.840672,15.860629,0,6.524,226,true,5,107,0.5,2.3,3,false,30,true,0,16,true,0.06,0,2,1
5226,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0,0,3.5,1
5224,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,38,true,3,15,false,0.32,0,2.1,3
5244,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,20,true,3,15,false,0,0,2,3
5234,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,34,true,3,15,false,0.32,0,2.1,1
5214,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,36,true,3,15,false,0,0,3.5,3
5178,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,30,true,3,15,false,0,0,3.5,0
5176,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,34,true,3,15,false,0,0,3.6,1
5156,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,40,true,3,15,false,0.32,0,2.1,3
5135,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,40,true,3,15,false,0,0,3.5,0
5157,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,36,true,3,15,false,0.32,0,2.1,1
5162,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0,0,3.6,2
5128,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,40,true,3,15,false,0,0,2,1
5154,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,38,true,3,15,false,0,0,2,3
5127,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,32,true,3,15,false,0,0,2,1
5119,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,34,true,3,15,false,0,0,3.5,3
5141,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,34,true,3,15,false,0,0,2,1
5129,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,24,true,3,15,false,0.32,0,2.1,1
5122,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,32,true,3,15,false,0,0,3.6,1
5164,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,34,true,3,15,false,0,0,2,1
5168,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,38,true,3,15,false,0.32,0,2.1,1
5123,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0.32,0,2.6,0
5100,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0.32,0,2.1,0
5051,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0.32,0,3.4,3
5035,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,26,true,3,15,false,0,0,2,0
5056,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,30,true,3,15,false,0,0,3.5,3
5046,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,34,true,3,15,false,0.32,0,2.1,3
5084,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,40,true,3,15,false,0.32,0,2.6,1
5073,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,28,true,3,15,false,0.32,0,2.1,1
5037,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,38,true,3,15,false,0,0,3.5,3
5052,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,26,true,3,15,false,0,0,2,3
5066,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0.32,0,2.6,2
5049,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,28,true,3,15,false,0,0,2,1
5022,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,32,true,3,15,false,0,0,2,3
5091,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,30,true,3,15,false,0.32,0,2.1,3
5081,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,34,true,3,15,false,0.32,0,2.6,1
5089,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,26,true,3,15,false,0.32,0,2.1,1
5020,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,36,true,3,15,false,0,0,2,3
5071,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,36,true,3,15,false,0,0,2,0
5016,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,34,true,3,15,false,0,0,3.5,3
5015,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,32,true,3,15,false,0.32,0,2.1,1
4979,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,24,true,3,15,false,0,0,2,0
4970,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,36,true,3,15,false,0,0,2,1
4993,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,40,true,3,15,false,0,0,2,0
4963,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0,0,2,2
4998,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,34,true,3,15,false,0,0,2,3
4982,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0,0,3.5,0
4977,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,34,true,3,15,false,0,0,2,0
4967,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,32,true,3,15,false,0,0,2,0
4959,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,32,true,3,15,false,0.32,0,2.1,3
5008,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,40,true,3,15,false,0.32,0,2.1,1
4919,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0.32,0,2.6,1
4892,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,26,true,3,15,false,0.32,0,2.6,2
4924,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,38,true,3,15,false,0,0,2,0
4932,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,32,true,3,15,false,0,0,3.5,3
4904,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,28,true,3,15,false,0.32,0,2.6,1
4921,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0.32,0,2.1,3
4908,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,40,true,3,15,false,0,0,2,3
4938,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0,0,2,1
4808,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0,0,3.6,1
4844,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,40,true,3,15,false,0,0,2,3
4784,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0,0,2,0
4850,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0,0,3.6,1
4797,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,40,true,3,15,false,0,0,3.6,1
4796,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0.32,0,2.1,1
4829,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0,0,3.6,2
4782,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,34,true,3,15,false,0.32,0,2.1,1
4652,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,40,true,3,15,false,0.32,0,2.1,1
4723,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,26,true,3,15,false,0.32,0,2.1,3
4673,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0,0,3.5,3
4724,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0.32,0,2.1,2
4676,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,40,true,3,15,false,0,0,3.5,3
4718,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0,0,3.5,3
4572,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0,0,2,1
4546,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,false,40,true,3,15,false,0,0,2,0
4564,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0,0,2,2
4646,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0.32,0,2.6,1
4444,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0.32,0,2.1,1
4394,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0,0,2,0
4451,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,false,0,0,2,3
4184,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0.32,0,2.1,3
3995,99.94,373.41,1.955026,3.76641,9.037028,19.246679,0,5.1475,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,false,0,0,2,3
4991,99.94,373.31,1.954503,3.744119,8.877765,19.190362,0,5.2424,191,true,5,104,0.5,2.4,2.4,false,26,true,3,15,false,0.32,0,2.6,1
4773,99.84,373.31,1.964789,3.8234,9.172236,19.310564,0,7.9198,190,true,5,103,0.5,2.3,3.5,true,32,true,3,15,false,0,2,3.1,1
4417,99.94,373.31,1.954503,3.744119,8.877765,19.190362,0,5.2424,191,true,5,104,0.5,2.4,2.4,false,26,true,3,15,false,0.32,0,2.1,1
3143,99.84,373.31,1.964789,3.8234,9.172236,19.310564,0,7.9198,190,true,5,103,0.5,2.3,3.6,false,34,true,3,15,false,0,2,3.1,1
3001,99.84,373.31,1.964789,3.8234,9.172236,19.310564,0,7.9198,190,true,5,103,0.5,2.3,3,true,40,true,3,15,false,0,2,3.1,1
5029,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,30,true,3,15,false,0.32,0,2.6,3
5033,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,34,true,3,15,false,0.32,0,2.1,3
5067,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,26,true,3,15,false,0.32,0,2.1,3
5039,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,true,40,true,3,15,false,0.32,0,2.1,1
5041,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,30,true,3,15,false,0,0,2,1
4952,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,28,true,3,15,false,0,0,2,0
5000,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,30,true,3,15,false,0,0,2,2
4969,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,30,true,3,15,false,0,0,2,0
4978,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,true,26,true,3,15,false,0.32,0,2.6,1
4989,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,30,true,3,15,false,0.32,0,2.1,3
4945,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,26,true,3,15,false,0,0,3.5,3
4893,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,true,20,true,3,15,false,0,0,2,0
4917,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,26,true,3,15,false,0,0,2,0
4899,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,34,true,3,15,false,0.32,0,3.7,2
4931,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,true,26,true,3,15,false,0,0,2,0
4843,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,34,true,3,15,false,0.32,0,2.1,2
4835,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,30,true,3,15,false,0,0,2,3
4774,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,34,true,3,15,false,0.32,0,2.1,1
4753,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,true,40,true,3,15,false,0,0,2,3
4709,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,34,true,3,15,false,0,0,2,0
4668,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,26,true,3,15,false,0.32,0,2.6,1
4644,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,30,true,3,15,false,0.32,0,2.1,1
4612,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,26,true,3,15,false,0,0,2,1
4553,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,34,true,3,15,false,0,0,2,3
4430,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,26,true,3,15,false,0.32,0,2.1,1
4258,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,26,true,3,15,false,0,0,2,3
4278,99.94,373.21,1.953979,3.764928,9.032188,19.235687,0,5.1488,191,true,5,104,0.5,2.3,2.4,false,34,true,3,15,false,0,0,2,1
4757,99.94,373.07,1.953246,3.742355,8.872057,19.177096,0,5.2439,191,true,5,104,0.5,2.4,2.4,false,26,true,3,15,true,0,2,2.5,0
4642,99.94,373.07,1.953246,3.742355,8.872057,19.177096,0,5.2439,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,true,0,2,2.5,0
4229,99.73,373.02,1.636053,3.000966,7.675309,18.127792,0,7.5121,228,true,5,99,0.5,2.3,3,true,22,true,0,16,true,0.02,0,2.4,0
5055,99.94,372.97,1.952723,3.76315,9.026379,19.222397,0,5.1503,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,true,0,2,2.5,3
5012,99.94,372.97,1.952723,3.76315,9.026379,19.222397,0,5.1503,191,true,5,104,0.5,2.3,2,true,20,true,3,15,true,0,2,2.5,0
4960,99.94,372.97,1.952723,3.76315,9.026379,19.222397,0,5.1503,191,true,5,104,0.5,2.3,2,false,26,true,3,15,true,0,2,2.5,0
5006,99.94,372.97,1.952723,3.76315,9.026379,19.222397,0,5.1503,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,true,0,2,2.5,3
5011,99.94,372.97,1.952723,3.76315,9.026379,19.222397,0,5.1503,191,true,5,104,0.5,2.3,2.3,true,34,true,3,15,true,0,2,2.5,0
4913,99.94,372.97,1.952723,3.76315,9.026379,19.222397,0,5.1503,191,true,5,104,0.5,2.3,2.3,true,26,true,3,15,true,0,2,2.5,0
4799,99.94,372.97,1.952723,3.76315,9.026379,19.222397,0,5.1503,191,true,5,104,0.5,2.3,2.3,true,28,true,3,15,true,0,2,2.5,0
4740,99.94,372.97,1.952723,3.76315,9.026379,19.222397,0,5.1503,191,true,5,104,0.5,2.3,3.5,true,32,true,3,15,true,0,2,2.5,0
4657,99.94,372.97,1.952723,3.76315,9.026379,19.222397,0,5.1503,191,true,5,104,0.5,2.3,2.3,false,34,true,3,15,true,0,2,2.5,0
4251,99.94,372.97,1.952723,3.76315,9.026379,19.222397,0,5.1503,191,true,5,104,0.5,2.3,2.3,true,20,true,3,15,true,0,2,2.5,0
4478,99.94,372.91,1.952408,3.741179,8.868252,19.168192,0,5.245,191,true,5,104,0.5,2.4,2.6,true,20,true,3,15,false,0,0,2,1
3961,99.72,372.89,1.649956,3.03077,8.827888,15.831389,0,6.5294,226,true,5,107,0.5,2.3,3.1,true,22,true,0,16,true,0.06,0,2,1
3358,99.72,372.89,1.649956,3.03077,8.827888,15.831389,0,6.5294,226,true,5,107,0.5,2.3,3.1,true,32,true,0,16,true,0.06,0,2,1
2566,99.84,372.87,1.962474,3.820073,9.161425,19.261667,0,7.9198,190,true,5,103,0.5,2.3,3.6,false,34,true,3,15,false,0,0,2,2
2453,99.84,372.87,1.962474,3.820073,9.161425,19.261667,0,7.9198,190,true,5,103,0.5,2.3,3.6,false,34,true,3,15,false,0.32,0,2.6,1
4864,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,false,30,true,3,15,false,0.32,0,2.6,1
4758,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,32,true,3,15,false,0.32,0,2.1,1
4858,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0.32,0,2.1,3
4849,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,false,26,true,3,15,false,0,0,3.5,1
4712,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0,0,2,1
4683,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0.32,0,2.1,2
4693,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,32,true,3,15,false,0,0,2,3
4704,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,20,true,3,15,false,0.32,0,2.1,1
4695,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,40,true,3,15,false,0,0,2,0
4671,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,false,26,true,3,15,false,0.32,0,2.1,1
4629,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,20,true,3,15,false,0,0,3.5,3
4552,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,20,true,3,15,false,0,0,2,3
4563,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0,0,2,0
4424,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,34,true,3,15,false,0,0,2,0
4469,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0.32,0,2.6,1
4307,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0,0,3.5,3
4321,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0,0,2,3
2882,99.94,372.75,1.951571,3.740003,8.864447,19.158874,0,5.246,191,true,5,104,0.5,2.4,2.7,true,24,true,3,15,false,0.32,0,2.1,1
4900,99.94,372.65,1.951047,3.760779,9.018635,19.204144,0,5.1524,191,true,5,104,0.5,2.3,2.7,true,34,true,3,15,false,0.32,0,2.1,1
4778,99.94,372.65,1.951047,3.760779,9.018635,19.204144,0,5.1524,191,true,5,104,0.5,2.3,2.7,true,34,true,3,15,false,0,0,3.5,3
3136,99.84,372.65,1.961316,3.818409,9.15602,19.136375,0,7.9198,190,true,5,103,0.5,2.3,3.2,true,40,true,3,15,false,0.08,2,3.8,2
2889,99.84,372.55,2.069722,4.13832,9.153563,21.393816,0,7.9198,180,true,5,101,0.5,2.3,3,true,40,true,3,15,true,0.02,0,2.4,0
2911,99.84,372.55,2.069722,4.13832,9.153563,21.393816,0,7.9198,180,true,5,101,0.5,2.3,3,true,40,true,3,15,true,0.02,0,2.4,1
2916,99.84,372.55,2.069722,4.13832,9.153563,21.393816,0,7.9198,180,true,5,101,0.5,2.3,3.1,true,40,true,3,15,true,0.02,0,2.4,3
4664,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,32,true,3,15,false,0.32,0,2.1,1
4729,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0.32,0,2.6,2
4702,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,32,true,3,15,false,0.32,0,2.6,1
4679,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,20,true,3,15,false,0.32,0,2.1,1
4662,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,32,true,3,15,false,0,0,2,3
4636,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0,0,3.6,1
4578,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,24,true,3,15,false,0.32,0,2.1,1
4480,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0.32,0,2.1,2
4367,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0.32,0,2.1,3
4370,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0,0,3.5,3
4237,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0,0,2,2
4150,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0,0,2,1
4091,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0,0,2,3
3944,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0,0,2,0
3765,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0.32,0,2.6,1
3000,99.94,372.51,1.950314,3.738239,8.85874,19.145714,0,5.2476,191,true,5,104,0.5,2.4,2.8,true,40,true,3,15,false,0.32,0,2.1,1
