Pass,Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Custom,Equity DD %,Trades,InpTrendTimeframe,InpEntryTimeframe,InpFastEMA_Period,InpSlow1EMA_Period,InpSlow2EMA_Period,InpStopLossPoints,InpTakeProfit1_Points,InpTakeProfit2_Points,InpUseTrailingSL,InpTrailingStartPoints,InpTrailingStopPoints,InpMoneyManagement,InpRiskPercent,InpUseDailyFilter,InpDailyEmaPeriod,InpUseAdxFilter,InpUseDiCrossover,InpAdxPeriod,InpAdxThreshold,InpUseSessionFilter,InpTradingStartHour,InpTradingEndHour,InpBreakoutLookbackBars,InpBreakoutOffsetPoints,InpUseLossLimit
6907,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,200,true,true,30,25,true,8,19,9,30,true
6818,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,210,true,true,30,25,true,8,19,9,30,false
6730,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.1,false,190,true,true,30,25,true,8,19,9,30,false
6630,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.3,false,210,true,true,30,25,true,8,19,9,30,true
6626,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,650,true,250,100,1,0.4,false,200,true,true,30,25,true,8,19,9,30,true
6487,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,28,50,275,300,750,true,250,100,1,0.1,false,190,true,true,30,25,true,8,19,9,30,true
6455,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.1,false,200,true,true,30,25,true,8,19,9,30,true
6321,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,11,29,50,275,300,750,true,250,100,1,0.3,false,180,true,true,30,25,true,8,20,9,30,true
6288,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.1,false,190,true,true,30,25,true,8,19,9,30,true
6212,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,180,true,true,30,25,true,8,19,9,30,true
5983,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,190,true,true,30,25,true,8,19,9,30,false
5863,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,210,true,true,30,25,true,8,19,9,30,true
5765,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.2,false,210,true,true,30,25,true,8,19,9,30,true
5324,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.3,false,180,true,true,30,25,true,8,19,9,30,true
5407,97.23,86.45,0.702846,1.741933,3.234194,9.33177,0,4.8233,123,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,190,true,true,30,25,true,8,19,9,30,true
9214,96.72,80.58,0.688718,1.741375,2.7921,7.955137,0,5.2621,117,30,1,8,29,50,300,275,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,8,30,true
9221,96.72,80.58,0.688718,1.741375,2.7921,7.955137,0,5.2621,117,30,1,8,29,50,300,275,700,true,250,150,1,0.4,false,190,true,true,30,25,true,8,19,8,30,true
8858,96.72,80.58,0.688718,1.741375,2.7921,7.955137,0,5.2621,117,30,1,8,29,50,300,275,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,8,30,true
8819,96.72,80.58,0.688718,1.741375,2.7921,7.955137,0,5.2621,117,30,1,8,29,50,300,275,700,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,8,30,true
8640,96.72,80.58,0.688718,1.741375,2.7921,7.955137,0,5.2621,117,30,1,8,29,50,300,275,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,8,30,false
9169,96.71,80.55,0.688462,1.740894,2.79106,7.964861,0,5.2621,117,30,1,8,29,50,300,275,700,true,250,150,1,0.4,false,190,true,true,30,25,true,8,19,9,30,true
9039,96.71,80.55,0.688462,1.740894,2.79106,7.964861,0,5.2621,117,30,1,8,29,50,300,275,700,true,250,150,0,0.4,false,180,true,true,30,25,true,8,20,9,30,true
8397,96.71,80.55,0.688462,1.740894,2.79106,7.964861,0,5.2621,117,30,1,8,29,50,300,275,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,false
8342,96.71,80.55,0.688462,1.740894,2.79106,7.964861,0,5.2621,117,30,1,8,29,50,300,275,700,true,250,150,1,0.3,false,200,true,true,30,25,true,8,20,9,30,true
7587,96.71,80.55,0.688462,1.740894,2.79106,7.964861,0,5.2621,117,30,1,8,29,50,300,275,750,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
7556,96.71,80.55,0.688462,1.740894,2.79106,7.964861,0,5.2621,117,30,1,8,29,50,300,275,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
7617,96.71,80.55,0.688462,1.740894,2.79106,7.964861,0,5.2621,117,30,1,8,29,50,300,275,700,true,250,150,0,0.4,false,190,true,true,30,25,true,8,19,9,30,true
7482,96.71,80.55,0.688462,1.740894,2.79106,7.964861,0,5.2621,117,30,1,8,29,50,300,275,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
7527,96.71,80.55,0.688462,1.740894,2.79106,7.964861,0,5.2621,117,30,1,8,29,50,300,275,650,true,250,150,0,0.4,false,190,true,true,30,25,true,8,19,9,30,true
7515,96.71,80.55,0.688462,1.740894,2.79106,7.964861,0,5.2621,117,30,1,8,29,50,300,275,650,true,250,150,1,0.3,false,200,true,true,30,25,true,8,19,9,30,false
7388,96.71,80.55,0.688462,1.740894,2.79106,7.964861,0,5.2621,117,30,1,10,29,50,300,275,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,false
9184,97.36,76.17,0.551957,1.740305,3.74668,9.74418,0,3.538,138,30,1,8,30,50,225,200,500,true,250,150,1,0.2,false,190,true,true,30,25,true,8,19,9,30,true
7251,97.18,86.16,0.700488,1.739444,3.223345,9.028814,0,4.8233,123,30,1,11,29,55,275,300,750,true,250,100,1,0.4,false,200,true,true,30,25,true,8,19,9,30,true
6772,97.18,86.16,0.700488,1.739444,3.223345,9.028814,0,4.8233,123,30,1,10,29,55,275,300,750,true,250,100,1,0.4,false,200,true,true,30,25,true,8,19,9,30,true
5618,89.96,50.37,0.699583,1.738563,2.5478,7.177841,0,3.6372,72,30,1,8,29,55,250,275,750,true,400,100,0,0.4,true,230,true,true,28,27,true,8,20,8,30,false
7745,97.14,85.91,0.698455,1.737298,3.213992,9.323463,0,4.8188,123,30,1,10,30,45,275,275,750,true,250,100,1,0.2,false,210,true,true,30,25,true,8,19,9,30,false
6973,97.14,85.91,0.698455,1.737298,3.213992,9.323463,0,4.8188,123,30,1,8,29,50,275,275,750,true,250,100,0,0.1,false,190,true,true,30,25,true,8,19,9,30,true
6708,97.14,85.91,0.698455,1.737298,3.213992,9.323463,0,4.8188,123,30,1,8,29,50,275,275,750,true,250,100,1,0.2,false,210,true,true,30,25,true,8,19,9,30,true
7370,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,1,0.2,false,230,true,false,26,27,true,8,19,9,30,true
7402,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,1,0.3,false,220,true,false,26,27,true,8,20,8,30,true
7321,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,0,0.1,false,240,true,false,26,27,true,8,20,9,30,false
7243,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,0,0.1,false,240,true,false,26,27,true,8,20,9,30,true
7057,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,1,0.3,false,210,true,false,26,27,true,8,20,8,30,false
6899,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,0,0.1,false,240,true,false,26,27,true,8,19,9,30,true
6857,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,1,0.2,false,220,true,false,26,27,true,8,19,9,30,true
6942,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,1,0.4,false,240,true,false,26,27,true,8,20,8,30,false
6855,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,1,0.2,false,220,true,false,26,27,true,8,20,9,30,true
6872,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,1,0.4,false,220,true,false,26,27,true,8,20,8,30,true
6815,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,800,true,250,100,1,0.2,false,230,true,false,26,27,true,8,20,9,30,false
6756,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,0,0.1,false,240,true,false,26,27,true,8,20,8,30,true
6705,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,800,true,250,100,1,0.2,false,220,true,false,26,27,true,8,20,9,30,false
6479,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,1,0.2,false,220,true,false,26,27,true,8,20,8,30,true
6410,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,1,0.2,false,230,true,false,26,27,true,8,20,9,30,true
5497,96.91,99.87,0.723696,1.735528,3.004513,8.232731,0,6.1384,138,30,1,8,30,60,300,275,750,true,250,100,1,0.2,false,220,true,false,26,27,true,8,20,8,30,false
6397,95.18,94.88,0.702815,1.735333,3.432706,8.664253,0,5.189,135,30,1,8,27,50,250,275,800,true,350,100,0,0.2,false,240,true,false,26,27,true,8,19,8,30,false
8596,96.72,67.47,0.624722,1.734727,2.858898,8.731455,0,4.1353,108,30,1,8,29,50,275,200,500,true,250,150,1,0.2,false,200,true,true,30,25,true,9,19,9,30,true
6065,96.63,67.38,0.575897,1.734067,2.801663,8.871461,0,4.1382,117,30,1,8,27,50,275,200,700,true,250,150,0,0.1,false,240,true,true,28,27,true,8,20,9,30,false
7525,96.11,79.36,0.601212,1.73366,2.626075,8.787679,0,5.7164,132,30,1,8,29,50,275,200,700,true,250,150,0,0.1,false,240,true,false,24,29,true,8,19,9,30,false
7018,95.48,86.41,0.685794,1.733656,2.484474,7.860856,0,6.6231,126,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,230,true,false,26,27,true,8,20,15,30,true
6803,96.99,79.35,0.678205,1.733093,3.103246,8.802069,0,4.6488,117,30,1,8,27,50,275,275,800,true,250,150,0,0.3,false,190,true,true,30,25,true,8,19,9,30,false
6275,96.25,91.54,0.709612,1.731735,3.201819,8.068753,0,5.0198,129,30,1,8,27,50,275,275,800,true,350,100,0,0.2,false,240,true,false,26,27,true,8,20,9,30,false
6993,97.02,85.25,0.693089,1.731634,3.1893,9.207923,0,4.8233,123,30,1,11,27,50,275,300,750,true,250,100,1,0.1,false,190,true,true,30,25,true,8,19,9,30,true
7328,94.93,66.39,0.598108,1.73157,2.395886,7.269706,0,4.8654,111,30,1,8,29,55,300,225,800,true,350,150,0,0.5,false,210,true,true,30,25,true,8,20,9,30,false
7060,94.93,66.39,0.598108,1.73157,2.395886,7.269706,0,4.8654,111,30,1,8,29,55,300,225,700,true,350,150,1,0.2,false,190,true,true,30,25,true,8,20,9,30,true
6797,95.7,83.21,0.660397,1.730874,3.010492,7.923983,0,5.2185,126,30,1,8,29,55,250,275,650,true,350,150,0,0.3,false,210,true,false,26,27,true,8,20,9,30,false
6771,95.7,83.21,0.660397,1.730874,3.010492,7.923983,0,5.2185,126,30,1,8,29,55,250,275,650,true,350,150,1,0.2,false,230,true,false,26,27,true,8,20,9,30,false
5944,95.7,83.21,0.660397,1.730874,3.010492,7.923983,0,5.2185,126,30,1,8,29,55,250,275,650,true,350,150,1,0.2,false,240,true,false,26,27,true,8,20,9,30,false
6723,95.79,79.47,0.616047,1.730624,2.556127,7.114398,0,5.6505,129,30,1,8,29,55,300,225,800,true,250,200,1,0.1,false,220,true,false,26,27,true,8,20,8,30,true
7369,95.78,79.44,0.615814,1.730147,2.555162,7.122056,0,5.6505,129,30,1,8,29,55,300,225,800,true,250,200,1,0.2,false,220,true,false,26,27,true,8,19,9,30,true
7420,96.41,79.34,0.67812,1.729765,2.749134,7.84995,0,5.2621,117,30,1,9,27,50,300,275,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,8,30,true
7135,96.6,92.5,0.700758,1.72961,2.859351,8.806045,0,6.144,132,30,1,8,30,45,300,275,750,true,250,100,1,0.2,false,220,true,false,26,27,true,8,20,15,30,true
7367,89.11,61.69,0.604804,1.729196,1.902838,9.566466,0,5.9209,102,30,1,11,28,55,200,325,550,true,250,150,1,0.3,false,190,true,true,30,25,true,8,20,15,40,true
8923,93.18,92.42,0.570494,1.728347,2.191086,7.430429,0,7.2563,162,30,1,8,30,50,300,200,500,true,250,150,0,0.1,false,190,true,true,30,22,true,8,20,8,30,true
7461,97.1,85.13,0.556405,1.727856,3.910427,11.249999,0,4.2047,153,30,1,8,29,55,225,200,650,true,250,100,1,0.3,false,220,true,false,26,27,true,8,20,15,30,true
7172,97.1,85.13,0.556405,1.727856,3.910427,11.249999,0,4.2047,153,30,1,8,29,55,225,200,650,true,250,100,0,0.1,false,240,true,false,26,27,true,8,20,15,30,true
7090,96.7,78.72,0.672821,1.727273,2.93841,8.264794,0,4.8569,117,30,1,11,28,55,275,350,800,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,false
6811,96.7,78.72,0.672821,1.727273,2.93841,8.264794,0,4.8569,117,30,1,11,28,55,275,350,800,true,250,150,0,0.3,false,190,true,true,30,25,true,8,19,9,30,false
9194,93.11,92.24,0.569383,1.726929,2.186818,7.429893,0,7.2585,162,30,1,8,30,50,300,200,500,true,250,150,1,0.3,false,190,true,true,30,22,true,8,19,9,30,false
7605,96.91,84.7,0.688618,1.726914,3.168724,9.198262,0,4.8188,123,30,1,8,27,50,275,275,650,true,250,100,1,0.2,false,190,true,true,30,25,true,8,19,9,30,true
7115,96.91,84.7,0.688618,1.726914,3.168724,9.198262,0,4.8188,123,30,1,8,27,50,275,275,750,true,250,100,1,0.2,false,210,true,true,30,25,true,8,19,9,30,false
7197,96.5,79.21,0.694825,1.725965,2.823886,8.706207,0,5.0199,114,30,1,10,30,45,300,275,650,true,250,100,1,0.3,false,200,true,true,27,26,true,8,19,9,40,false
7145,96.9,84.58,0.67127,1.725884,3.164235,9.137715,0,4.8233,126,30,1,11,29,50,275,300,750,true,250,100,1,0.3,false,180,true,true,30,25,true,8,20,8,30,true
7038,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,28,50,275,300,750,true,250,100,1,0.2,false,210,true,true,30,25,true,8,20,8,30,true
7033,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,28,50,275,300,750,true,250,100,1,0.1,false,190,true,true,30,25,true,8,19,8,30,true
6911,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.2,false,210,true,true,30,25,true,8,20,8,30,true
6901,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,650,true,250,100,1,0.4,false,200,true,true,30,25,true,8,19,8,30,false
6964,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.3,false,180,true,true,30,25,true,8,20,8,30,true
6826,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,200,true,true,30,25,true,8,20,8,30,true
6880,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.3,false,190,true,true,30,25,true,8,19,8,30,true
6861,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,0,0.1,false,190,true,true,30,25,true,8,19,8,30,true
6883,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,650,true,250,100,1,0.4,false,200,true,true,30,25,true,8,19,8,30,true
6783,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,190,true,true,30,25,true,8,19,8,30,true
6736,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.3,false,190,true,true,30,25,true,8,20,8,30,true
6604,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,210,true,true,30,25,true,8,19,8,30,true
6734,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.1,false,190,true,true,30,25,true,8,19,8,30,true
6562,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,190,true,true,30,25,true,8,20,8,30,true
6253,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,180,true,true,30,25,true,8,19,8,30,false
5942,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.1,false,190,true,true,30,25,true,8,20,8,30,true
6018,96.9,84.58,0.67127,1.725884,3.164235,9.1234,0,4.8233,126,30,1,8,29,50,275,300,750,true,250,100,1,0.4,false,190,true,true,30,25,true,8,19,8,30,false
5517,94.95,93.41,0.691926,1.724109,3.379522,8.554797,0,5.189,135,30,1,9,27,50,250,275,800,true,350,100,0,0.2,false,240,true,false,26,27,true,8,20,9,30,false
6946,83.86,48,0.666667,1.723982,1.553398,8.183708,0,6.0175,72,30,1,8,30,55,275,325,650,true,250,100,1,0.4,false,210,true,false,24,30,true,11,18,15,40,false
6994,96.84,84.28,0.668889,1.723309,3.153012,9.136454,0,4.8188,126,30,1,8,29,50,275,275,750,true,250,100,1,0.2,false,210,true,true,30,25,true,8,19,8,30,true
6659,96.84,84.28,0.668889,1.723309,3.153012,9.136454,0,4.8188,126,30,1,8,29,50,275,275,750,true,250,100,1,0.2,false,210,true,true,30,25,true,8,20,8,30,true
9374,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.3,false,190,true,true,30,25,true,8,19,8,30,true
9389,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,210,true,true,30,25,true,8,20,8,30,false
9423,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,0,0.3,false,180,true,true,30,25,true,8,19,8,30,true
9314,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,750,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,8,30,true
9309,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,0,0.4,false,190,true,true,30,25,true,8,20,8,30,true
9264,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.3,false,190,true,true,30,25,true,8,19,8,30,false
9236,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,8,30,false
9213,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,1,0.3,false,190,true,true,30,25,true,8,20,8,30,false
9192,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,8,30,true
9193,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,190,true,true,30,25,true,8,19,8,30,true
9242,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,210,true,true,30,25,true,8,19,8,30,true
9262,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,0,0.3,false,180,true,true,30,25,true,8,19,8,30,false
9113,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.4,false,190,true,true,30,25,true,8,19,8,30,true
9171,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,8,30,false
9104,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,200,true,true,30,25,true,8,20,8,30,true
9103,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,8,30,true
9004,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,190,true,true,30,25,true,8,20,8,30,true
8914,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,1,0.3,false,190,true,true,30,25,true,8,19,8,30,false
8872,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,8,30,true
8879,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,8,30,true
8725,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,1,0.3,false,190,true,true,30,25,true,8,20,8,30,true
8649,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,8,30,true
8573,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,0,0.2,false,200,true,true,30,25,true,8,20,8,30,true
8630,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,0,0.4,false,190,true,true,30,25,true,8,19,8,30,false
8565,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,1,0.3,false,190,true,true,30,25,true,8,19,8,30,true
8557,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.1,false,200,true,true,30,25,true,8,19,8,30,true
8260,95.84,78.58,0.671624,1.722974,2.606302,7.607724,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,190,true,true,30,25,true,8,19,8,30,true
9363,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,0,0.2,false,200,true,true,30,25,true,8,19,9,30,false
9407,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.3,false,200,true,true,30,25,true,8,19,9,30,false
9416,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,false
9360,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.3,false,190,true,true,30,25,true,8,20,9,30,true
9282,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,10,29,50,300,350,700,true,250,150,0,0.4,false,180,true,true,30,25,true,8,19,9,30,true
9313,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,9,29,50,300,350,700,true,250,150,1,0.2,false,210,true,true,30,25,true,8,19,9,30,false
9191,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,1,0.2,false,200,true,true,30,25,true,8,19,9,30,true
9147,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,0,0.3,false,180,true,true,30,25,true,8,19,9,30,true
9119,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,0,0.2,false,200,true,true,30,25,true,8,20,9,30,true
9151,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,200,true,true,30,25,true,8,20,9,30,true
9011,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,1,0.3,false,190,true,true,30,25,true,8,19,9,30,false
9093,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,650,true,250,150,0,0.1,false,190,true,true,30,25,true,8,20,9,30,true
8983,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,0,0.1,false,190,true,true,30,25,true,8,19,9,30,false
8991,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,0,0.4,false,180,true,true,30,25,true,8,19,9,30,true
8946,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,0,0.4,false,180,true,true,30,25,true,8,20,9,30,true
8857,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,9,29,50,300,350,700,true,250,150,1,0.4,false,190,true,true,30,25,true,8,19,9,30,true
8889,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.2,false,210,true,true,30,25,true,8,20,9,30,true
8887,95.83,78.55,0.671368,1.722498,2.605307,7.616552,0,5.4818,117,30,1,8,29,50,300,350,700,true,250,150,1,0.4,false,190,true,true,30,25,true,8,19,9,30,true
